Drug URL,Drug Class
https:$$www.drugs.com$mtm$stalevo-100.html,Dopaminergic antiparkinsonism agents
https:$$www.drugs.com$seldane.html,Antihistamines
https:$$www.drugs.com$mtm$ezetimibe-and-rosuvastatin.html,Antihyperlipidemic combinations
https:$$www.drugs.com$mtm$emtricitabine-and-tenofovir.html,Antiviral combinations
https:$$www.drugs.com$mtm$milnacipran.html,Serotonin-norepinephrine reuptake inhibitors
https:$$www.drugs.com$adcetris.html,CD30 monoclonal antibodies
https:$$www.drugs.com$pro$levbid-tablets.html,Anticholinergics / antispasmodics
https:$$www.drugs.com$pro$etonogestrel-and-ethinyl-estradiol-vaginal-insert.html,Contraceptives
https:$$www.drugs.com$antabuse.html,Drugs used in alcohol dependence
https:$$www.drugs.com$pro$methocarbamol-and-aspirin-tablet.html,Skeletal muscle relaxant combinations
https:$$www.drugs.com$mtm$robitussin-flu.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$robitussin-peak-cold-daytime-cold-flu.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$iobenguane-i-131.html,Therapeutic radiopharmaceuticals
https:$$www.drugs.com$pro$citalopram-capsules.html,Selective serotonin reuptake inhibitors
https:$$www.drugs.com$mtm$nulytely-with-flavor-packs.html,Laxatives
https:$$www.drugs.com$cons$chirhostim.html,In vivo diagnostic biologicals
https:$$www.drugs.com$mtm$eliglustat.html,Miscellaneous metabolic agents
https:$$www.drugs.com$cons$nasalcrom.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$margenza.html,HER2 inhibitors
https:$$www.drugs.com$cons$twinrix-junior.html,Vaccine combinations
https:$$www.drugs.com$mtm$cetrotide-injectable.html,Gonadotropin-releasing hormone antagonists
https:$$www.drugs.com$cons$mesnex.html,Antineoplastic detoxifying agents
https:$$www.drugs.com$mtm$horse-chestnut.html,Herbal products
https:$$www.drugs.com$mtm$mentholatum-deep-heating.html,Topical rubefacient
https:$$www.drugs.com$pro$tylenol-with-codeine.html,Narcotic analgesic combinations
https:$$www.drugs.com$cons$isochron.html,Antianginal agents
https:$$www.drugs.com$mtm$gastrocrom.html,Mast cell stabilizers
https:$$www.drugs.com$mtm$m-end-pe.html,Upper respiratory combinations
https:$$www.drugs.com$pro$skyrizi-injection.html,Interleukin inhibitors
https:$$www.drugs.com$cons$piqray-300mg-daily-dose.html,PI3K inhibitors
https:$$www.drugs.com$pro$livostin.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$pro$fluzone-high-dose-quadrivalent.html,Viral vaccines
https:$$www.drugs.com$pro$docetaxel-injection-concentrate.html,Mitotic inhibitors
https:$$www.drugs.com$cons$stagesic.html,Narcotic analgesic combinations
https:$$www.drugs.com$pro$dulcolax-suppository.html,Laxatives
https:$$www.drugs.com$cons$lozol.html,Thiazide diuretics
https:$$www.drugs.com$mtm$undelenic.html,Topical antifungals
https:$$www.drugs.com$cons$baby-orajel-nighttime-formula.html,Topical anesthetics
https:$$www.drugs.com$mtm$suphedrin.html,Decongestants
https:$$www.drugs.com$pro$zyvox-injection.html,Oxazolidinone antibiotics
https:$$www.drugs.com$cons$luvox-cr.html,Selective serotonin reuptake inhibitors
https:$$www.drugs.com$pro$cidofovir-injection.html,Purine nucleosides
https:$$www.drugs.com$mtm$ipratropium-inhalation.html,Anticholinergic bronchodilators
https:$$www.drugs.com$mtm$ketorolac-nasal.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$pro$butalbital-acetaminophen-and-caffeine-capsule.html,Analgesic combinations
https:$$www.drugs.com$mtm$castiva-warming.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$micort-hc.html,Topical steroids
https:$$www.drugs.com$cons$ran-fentanyl-matrix.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$allegra_d_24.html,Upper respiratory combinations
https:$$www.drugs.com$pro$amoxicillin-tablets.html,Aminopenicillins
https:$$www.drugs.com$mtm$oxy-daily-wash.html,Topical acne agents
https:$$www.drugs.com$cons$septa-pediatric.html,Sulfonamides
https:$$www.drugs.com$adempas.html,Vasodilators
https:$$www.drugs.com$cons$deltasone.html,Glucocorticoids
https:$$www.drugs.com$mtm$ovace-plus.html,Topical antibiotics
https:$$www.drugs.com$mtm$ferate.html,Iron products
https:$$www.drugs.com$cons$versel-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$mtm$qualaquin.html,Antimalarial quinolines
https:$$www.drugs.com$protonix.html,Proton pump inhibitors
https:$$www.drugs.com$cons$next-choice.html,Contraceptives
https:$$www.drugs.com$cons$tenivac.html,Vaccine combinations
https:$$www.drugs.com$pro$suprep-bowel-prep.html,Laxatives
https:$$www.drugs.com$pro$amidate.html,General anesthetics
https:$$www.drugs.com$pro$nutropin.html,Growth hormones
https:$$www.drugs.com$cons$bondronat.html,Bisphosphonates
https:$$www.drugs.com$pro$roxifol-d.html,Vitamins
https:$$www.drugs.com$mtm$bacitracin-hydrocortisone-neomycin-and-polymyxin-b-ophthalmic.html,Ophthalmic steroids with anti-infectives
https:$$www.drugs.com$cons$commit.html,Smoking cessation agents
https:$$www.drugs.com$pro$renal-caps.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$mapap-sinus-congestion-and-pain.html,Upper respiratory combinations
https:$$www.drugs.com$pro$sunmark-nicotine-lozenge.html,Smoking cessation agents
https:$$www.drugs.com$floxin-otic.html,Otic anti-infectives
https:$$www.drugs.com$mtm$norpace.html,Group I antiarrhythmics
https:$$www.drugs.com$cons$dexilant-solutab.html,Proton pump inhibitors
https:$$www.drugs.com$cons$resource-glutasolve.html,Nutraceutical products
https:$$www.drugs.com$mtm$olaparib.html,PARP inhibitors
https:$$www.drugs.com$belsomra.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$pro$ful-glo.html,Ophthalmic diagnostic agents
https:$$www.drugs.com$mtm$tranexamic-acid.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$cons$zydone.html,Narcotic analgesic combinations
https:$$www.drugs.com$cons$contac-12-hour.html,Decongestants
https:$$www.drugs.com$pro$prednisone-tablets.html,Glucocorticoids
https:$$www.drugs.com$cons$ruzurgi.html,Cholinergic muscle stimulants
https:$$www.drugs.com$pro$zolmitriptan-nasal-spray.html,Antimigraine agents
https:$$www.drugs.com$pro$hypaque-injection.html,Ionic iodinated contrast media
https:$$www.drugs.com$ibrutinib.html,BTK inhibitors
https:$$www.drugs.com$cons$novantrone.html,Antibiotics / antineoplastics
https:$$www.drugs.com$mtm$perindopril.html,Angiotensin Converting Enzyme Inhibitors
https:$$www.drugs.com$cons$topicaine-topical-application.html,Topical anesthetics
https:$$www.drugs.com$pro$teniposide-injection.html,Mitotic inhibitors
https:$$www.drugs.com$ketek.html,Ketolides
https:$$www.drugs.com$cons$capsin-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$mivacron.html,Neuromuscular blocking agents
https:$$www.drugs.com$pro$prikaan.html,Topical anesthetics
https:$$www.drugs.com$mtm$accesspak-for-hiv-pep-expanded-with-viracept.html,Antiviral combinations
https:$$www.drugs.com$cons$life-brand-nicotine-lozenge-mint.html,Smoking cessation agents
https:$$www.drugs.com$mtm$nostrilla.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$mtm$silfedrine.html,Decongestants
https:$$www.drugs.com$mtm$rocklatan.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$mtm$orsythia.html,Contraceptives
https:$$www.drugs.com$cons$calcibind.html,Miscellaneous genitourinary tract agents
https:$$www.drugs.com$pro$calcipotriene-scalp-solution.html,Topical antipsoriatics
https:$$www.drugs.com$inbrija.html,Dopaminergic antiparkinsonism agents
https:$$www.drugs.com$mtm$alaway.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$mtm$olux.html,Topical steroids
https:$$www.drugs.com$mtm$castiva-cooling.html,Topical rubefacient
https:$$www.drugs.com$mtm$basiliximab.html,Interleukin inhibitors
https:$$www.drugs.com$proscar.html,5-alpha-reductase inhibitors
https:$$www.drugs.com$mtm$ropivacaine.html,Local injectable anesthetics
https:$$www.drugs.com$mtm$epinastine-ophthalmic.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$clarithromycin.html,Macrolides
https:$$www.drugs.com$turalio.html,Multikinase inhibitors
https:$$www.drugs.com$pro$bunavail-buccal-film.html,Narcotic analgesic combinations
https:$$www.drugs.com$mtm$prodium.html,Miscellaneous genitourinary tract agents
https:$$www.drugs.com$mtm$gelusil.html,Antacids
https:$$www.drugs.com$glucagon.html,Glucose elevating agents
https:$$www.drugs.com$mtm$ivacaftor-and-lumacaftor.html,CFTR combinations
https:$$www.drugs.com$cons$risperdal-m-tab.html,Atypical antipsychotics
https:$$www.drugs.com$cons$benzefoam-ultra-topical.html,Topical acne agents
https:$$www.drugs.com$pro$valproic-acid-syrup.html,Fatty acid derivative anticonvulsants
https:$$www.drugs.com$cons$tetravisc-forte.html,Ophthalmic anesthetics
https:$$www.drugs.com$cons$xanax-oral.html,Benzodiazepines
https:$$www.drugs.com$pro$atropine-ophthalmic-solution.html,Mydriatics
https:$$www.drugs.com$mtm$loratadine-d-12-hour.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$naphcon.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$mtm$sporanox-pulsepak.html,Azole antifungals
https:$$www.drugs.com$pro$quetiapine-fumarate-tablets.html,Atypical antipsychotics
https:$$www.drugs.com$pro$levocarnitine-oral-solution.html,Nutraceutical products
https:$$www.drugs.com$cons$gentafair.html,Ophthalmic anti-infectives
https:$$www.drugs.com$tasigna.html,BCR-ABL tyrosine kinase inhibitors
https:$$www.drugs.com$cons$mycinette.html,Topical anesthetics
https:$$www.drugs.com$pro$mometasone-cream.html,Topical steroids
https:$$www.drugs.com$mtm$cortizone-5.html,Topical steroids
https:$$www.drugs.com$cons$nostril.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$mtm$mapap-rectal.html,Miscellaneous analgesics
https:$$www.drugs.com$pro$thiola-ec-tablets.html,Miscellaneous genitourinary tract agents
https:$$www.drugs.com$mtm$lamictal-odt.html,Triazine anticonvulsants
https:$$www.drugs.com$jardiance.html,SGLT-2 inhibitors
https:$$www.drugs.com$bactrim.html,Sulfonamides
https:$$www.drugs.com$dulcolax.html,Laxatives
https:$$www.drugs.com$repatha.html,PCSK9 inhibitors
https:$$www.drugs.com$ingrezza.html,VMAT2 inhibitors
https:$$www.drugs.com$mtm$children-s-tylenol.html,Miscellaneous analgesics
https:$$www.drugs.com$pro$nitrofurantoin-capsules.html,Urinary anti-infectives
https:$$www.drugs.com$mtm$givosiran.html,Miscellaneous metabolic agents
https:$$www.drugs.com$cons$elimite-topical.html,Topical anti-infectives
https:$$www.drugs.com$cons$act-metformin.html,Non-sulfonylureas
https:$$www.drugs.com$cons$zofran-odt-oral-oromucosal.html,5HT3 receptor antagonists
https:$$www.drugs.com$mtm$magtrate.html,Minerals and electrolytes
https:$$www.drugs.com$pro$iclevia.html,Contraceptives
https:$$www.drugs.com$cons$truxima-intravenous.html,CD20 monoclonal antibodies
https:$$www.drugs.com$pro$triple-antibiotic-hc-ophthalmic-ointment.html,Ophthalmic steroids with anti-infectives
https:$$www.drugs.com$pro$vanatol-lq.html,Analgesic combinations
https:$$www.drugs.com$cons$demulen-1-35.html,Contraceptives
https:$$www.drugs.com$mtm$frovatriptan.html,Antimigraine agents
https:$$www.drugs.com$pro$equaline-all-day-allergy.html,Antihistamines
https:$$www.drugs.com$mtm$clear-eyes.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$engerix-b.html,Viral vaccines
https:$$www.drugs.com$cons$emla-topical.html,Topical anesthetics
https:$$www.drugs.com$cons$epaned.html,Angiotensin Converting Enzyme Inhibitors
https:$$www.drugs.com$upadacitinib.html,Antirheumatics
https:$$www.drugs.com$cons$exelderm-topical.html,Topical antifungals
https:$$www.drugs.com$mtm$haldol-injection.html,Miscellaneous antipsychotic agents
https:$$www.drugs.com$lysteda.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$orapred.html,Glucocorticoids
https:$$www.drugs.com$mtm$chlor-trimeton.html,Antihistamines
https:$$www.drugs.com$pro$xigris.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$atezolizumab.html,Anti-PD-1 monoclonal antibodies
https:$$www.drugs.com$mtm$dihydroergotamine-nasal.html,Antimigraine agents
https:$$www.drugs.com$mtm$cold-allergy-relief.html,Upper respiratory combinations
https:$$www.drugs.com$trodelvy.html,Miscellaneous antineoplastics
https:$$www.drugs.com$mtm$matulane.html,Miscellaneous antineoplastics
https:$$www.drugs.com$pro$procalamine.html,Intravenous nutritional products
https:$$www.drugs.com$mtm$dimethyl-sulfoxide.html,Miscellaneous genitourinary tract agents
https:$$www.drugs.com$viagra.html,Impotence agents
https:$$www.drugs.com$mtm$vicks-pediatric-formula-44m.html,Upper respiratory combinations
https:$$www.drugs.com$cons$cervarix-intramuscular.html,Viral vaccines
https:$$www.drugs.com$pro$cysteine-hydrochloride.html,Intravenous nutritional products
https:$$www.drugs.com$cons$kedrab.html,Immune globulins
https:$$www.drugs.com$tabrecta.html,Multikinase inhibitors
https:$$www.drugs.com$mtm$elexacaftor-ivacaftor-and-tezacaftor.html,CFTR combinations
https:$$www.drugs.com$cervarix.html,Viral vaccines
https:$$www.drugs.com$pro$tis-u-sol.html,Sterile irrigating solutions
https:$$www.drugs.com$mtm$phenoxybenzamine.html,Miscellaneous cardiovascular agents
https:$$www.drugs.com$mtm$piroxicam.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$pro$gingimed.html,Mouth and throat products
https:$$www.drugs.com$pro$wilzin.html,Minerals and electrolytes
https:$$www.drugs.com$mtm$teprotumumab.html,Growth hormone receptor blockers
https:$$www.drugs.com$vibegron.html,Urinary antispasmodics
https:$$www.drugs.com$mtm$ertugliflozin.html,SGLT-2 inhibitors
https:$$www.drugs.com$mtm$ertapenem.html,Carbapenems
https:$$www.drugs.com$mtm$travoprost-ophthalmic.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$mtm$quinzyme-coenzyme-q-10.html,Nutraceutical products
https:$$www.drugs.com$mtm$primaquine.html,Antimalarial quinolines
https:$$www.drugs.com$mtm$upcal-d.html,Vitamin and mineral combinations
https:$$www.drugs.com$pro$pramipexole-er-tablets.html,Dopaminergic antiparkinsonism agents
https:$$www.drugs.com$pro$lidothol-gel.html,Topical anesthetics
https:$$www.drugs.com$mtm$ivy-dry-cream.html,Topical rubefacient
https:$$www.drugs.com$mtm$cryoserv.html,Miscellaneous genitourinary tract agents
https:$$www.drugs.com$mtm$actamin.html,Miscellaneous analgesics
https:$$www.drugs.com$pro$neutra-maxx.html,Mouth and throat products
https:$$www.drugs.com$mtm$ziprasidone.html,Atypical antipsychotics
https:$$www.drugs.com$pro$xelstrym-patch.html,CNS stimulants
https:$$www.drugs.com$cons$narvox.html,Narcotic analgesic combinations
https:$$www.drugs.com$cons$metrogel-topical.html,Topical anti-rosacea agents
https:$$www.drugs.com$mtm$xenleta-oral-injection.html,Miscellaneous antibiotics
https:$$www.drugs.com$latisse.html,Miscellaneous topical agents
https:$$www.drugs.com$mtm$tri-luma.html,Topical depigmenting agents
https:$$www.drugs.com$mtm$lac-hydrin.html,Topical emollients
https:$$www.drugs.com$cons$apo-carbamazepine-cr.html,Dibenzazepine anticonvulsants
https:$$www.drugs.com$mtm$atrovent-nasal.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$mtm$novolin-70-30.html,Insulin
https:$$www.drugs.com$mtm$epoetin-alfa.html,Recombinant human erythropoietins
https:$$www.drugs.com$pro$amoxicillin-chewable.html,Aminopenicillins
https:$$www.drugs.com$mtm$zomig-nasal.html,Antimigraine agents
https:$$www.drugs.com$ezetimibe.html,Cholesterol absorption inhibitors
https:$$www.drugs.com$pro$sulconazole-nitrate-solution.html,Topical antifungals
https:$$www.drugs.com$roxicodone.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$cons$ocusert-pilo.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$pro$felodipine-tablets.html,Calcium channel blocking agents
https:$$www.drugs.com$mtm$acyclovir-injection.html,Purine nucleosides
https:$$www.drugs.com$mtm$oxipor-vhc.html,Miscellaneous topical agents
https:$$www.drugs.com$bynfezia.html,Somatostatin and somatostatin analogs
https:$$www.drugs.com$mtm$riociguat.html,Vasodilators
https:$$www.drugs.com$mtm$zerviate.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$pro$levalbuterol.html,Adrenergic bronchodilators
https:$$www.drugs.com$mtm$ex-lax-chocolated.html,Laxatives
https:$$www.drugs.com$mtm$complement-c1-esterase-inhibitor.html,Hereditary angioedema agents
https:$$www.drugs.com$pro$ciprofloxacin-injection-concentrate.html,Quinolones
https:$$www.drugs.com$mtm$capsaicin-and-diclofenac-topical.html,Topical non-steroidal anti-inflammatories
https:$$www.drugs.com$pro$coumadin-injection.html,Coumarins and indandiones
https:$$www.drugs.com$mtm$cobimetinib.html,Multikinase inhibitors
https:$$www.drugs.com$pro$temsirolimus-injection.html,MTOR inhibitors
https:$$www.drugs.com$mtm$entex-hc.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$calcium-carbonate-magnesium-hydroxide-and-simethicone.html,Antacids
https:$$www.drugs.com$cons$abrilada-subcutaneous.html,TNF alfa inhibitors
https:$$www.drugs.com$pro$ibuprofen-llysine.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$pro$simvastatin-oral-suspension.html,Statins
https:$$www.drugs.com$cons$truxazole.html,Sulfonamides
https:$$www.drugs.com$cons$severent-diskus.html,Adrenergic bronchodilators
https:$$www.drugs.com$vancomycin.html,Glycopeptide antibiotics
https:$$www.drugs.com$mtm$trilaciclib.html,Other immunostimulants
https:$$www.drugs.com$mtm$alcaftadine-ophthalmic.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$perjeta.html,HER2 inhibitors
https:$$www.drugs.com$mtm$pamine-forte.html,Anticholinergics / antispasmodics
https:$$www.drugs.com$cons$compliments-bismuth-regular-strength.html,Antidiarrheals
https:$$www.drugs.com$polaramine.html,Antihistamines
https:$$www.drugs.com$mtm$benziq.html,Topical acne agents
https:$$www.drugs.com$mtm$aller-ease.html,Antihistamines
https:$$www.drugs.com$mtm$nuvessa.html,Vaginal anti-infectives
https:$$www.drugs.com$viekira.html,Antiviral combinations
https:$$www.drugs.com$mtm$vortioxetine.html,Miscellaneous antidepressants
